# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 66K of event 'cycles:P'
# Event count (approx.): 62401597400
#
# Overhead  Command          Shared Object                                        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ...................................................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b47225
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b466fd
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033edfc
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::tool::CanonicalNodeName[abi:cxx11](mediapipe::CalculatorGraphConfig const&, int)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6bead1
     0.00%  python           cv2.abi3.so                                          [.] 0x00000000021b99d7
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003164f4
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d34c
     0.00%  python           [unknown]                                            [k] 0xffffffff8e00015b
     0.00%  python           [unknown]                                            [k] 0xffffffff8e43ad8c
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f8886
     0.00%  python           libQt5XcbQpa-b18b5a78.so.5.15.16                     [.] 0x000000000005cc22
     0.00%  python           libpython3.10.so.1.0                                 [.] PySymtable_Lookup
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fab83
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000322072
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] absl::Status mediapipe::InputStreamManager::AddOrMovePacketsInternal<std::__cxx11::list<mediapipe::Packet, std::allocator<mediapipe::Packet> > const&>(std::__cxx11::list<mediapipe::Packet, std::allocator<mediapipe::Packet> > const&, bool*)
     0.00%  python           libpython3.10.so.1.0                                 [.] PyOS_FSPath@plt
     0.00%  mediapipe/39548  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::OutputStreamShard::AddPacket(mediapipe::Packet&&)
     0.00%  mediapipe/39539  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] bool const& mediapipe::Packet::Get<bool>() const
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4b3efd
     0.00%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::tool::TagMap::HasTag(std::basic_string_view<char, std::char_traits<char> >) const
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4e2a49
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002ffd09
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46779
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4cecd0
     0.00%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::LocationData_RelativeBoundingBox* google::protobuf::Arena::CreateMaybeMessage<mediapipe::LocationData_RelativeBoundingBox>(google::protobuf::Arena*)
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084868f
     0.00%  python           libpython3.10.so.1.0                                 [.] PyNumber_ToBase
     0.00%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::CalculatorNode::ProcessNode(mediapipe::CalculatorContext*)
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000e66daa
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46468
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x000000000040c080
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4ea169
     0.00%  python           [unknown]                                            [k] 0xffffffff8e739404
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003103ea
     0.00%  python           libavutil-734d06dd.so.57.28.100                      [.] av_channel_layout_copy
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f7144
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4b6a54
     0.00%  python           _multiarray_umath.cpython-310-x86_64-linux-gnu.so    [.] FLOAT_copyswap
     0.00%  python           cv2.abi3.so                                          [.] 0x00000000026665bc
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc6ac
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4e3800
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc13fcc59
     0.00%  python           [unknown]                                            [k] 0xffffffff8e0000c2
     0.00%  mediapipe/39531  [unknown]                                            [k] 0xffffffff8f4c7a98
     0.00%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] cv::utils::trace::details::getTraceManager()
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085ca2d
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc168
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084bd28
     0.00%  python           [unknown]                                            [k] 0xffffffff8e2ebf50
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008469f6
     0.00%  python           libnvidia-eglcore.so.580.65.06                       [.] 0x0000000000a20ce0
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000321b5b
     0.00%  mediapipe/39548  [unknown]                                            [k] 0xffffffff8e104104
     0.00%  python           [unknown]                                            [k] 0xffffffff8edd75a3
     0.00%  python           libpython3.10.so.1.0                                 [.] _PyType_CalculateMetaclass@plt
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008485e2
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000d78845
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b482bc
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000003a331c
     0.00%  python           [unknown]                                            [k] 0xffffffff8e2ec570
     0.00%  mediapipe/39543  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] xnn_run_operator_with_index
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fadf7
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7cd877
     0.00%  python           libpython3.10.so.1.0                                 [.] type_name
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033ce69
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fd38d
     0.00%  python           libpython3.10.so.1.0                                 [.] tmtotuple
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fabfa
     0.00%  python           [unknown]                                            [k] 0xffffffff8e79cbb4
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000313621
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085d924
     0.00%  mediapipe/39543  [unknown]                                            [k] 0xffffffff8e437588
     0.00%  QXcbEventQueue   [unknown]                                            [k] 0xffffffff8e413f83
     0.00%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] cv::parallel_for_(cv::Range const&, cv::ParallelLoopBody const&, double)
     0.00%  python           cv2.abi3.so                                          [.] 0x00000000004d02d0
     0.00%  python           libpython3.10.so.1.0                                 [.] PyList_AsTuple@plt
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001006506
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085ca02
     0.00%  mediapipe/39525  [unknown]                                            [k] 0xffffffff8e28383b
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000538a30
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855e7d
     0.00%  mediapipe/39527  [unknown]                                            [k] 0xffffffff8e6f40b1
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4c058b
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc99f
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b470be
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000100e547
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000003c2b8a
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3fdc36
     0.00%  mediapipe/39542  libc.so.6                                            [.] clock_gettime@@GLIBC_2.17
     0.00%  mediapipe/39547  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] google::protobuf::RepeatedField<int>::~RepeatedField()
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe605
     0.00%  mediapipe/39526  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] tflite::xnnpack::DequantizeFloat16(unsigned short const*, float*, unsigned long)
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000316485
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffff8e7a0d90
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4ea453
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fd21f
     0.00%  python           cv2.abi3.so                                          [.] 0x00000000010063b1
     0.00%  python           [unknown]                                            [k] 0xffffffff8e2d4858
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4ea3d9
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085c4f4
     0.00%  mediapipe/39529  [unknown]                                            [k] 0xffffffff8e764121
     0.00%  mediapipe/39544  [unknown]                                            [k] 0xffffffff8e3edc59
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4dc840
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000310e1f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003319e3
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc5eb
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000030fc8b
     0.00%  python           [unknown]                                            [k] 0xffffffff8e706aba
     0.00%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::internal::Collection<mediapipe::InputStreamShard, (mediapipe::internal::CollectionStorage)0, mediapipe::internal::CollectionErrorHandlerFatal<mediapipe::InputStreamShard> >::Get(mediapipe::CollectionItemId)
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc2b9
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46986
     0.00%  python           _multiarray_umath.cpython-310-x86_64-linux-gnu.so    [.] DOUBLE_setitem
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7e6cbc
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fa01f
     0.00%  python           _multiarray_umath.cpython-310-x86_64-linux-gnu.so    [.] PyArray_DiscoverDTypeAndShape_Recursive
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f81ae
     0.00%  python           _message.abi3.so                                     [.] _upb_TextEncode_Printf_dont_copy_me__upb_internal_use_only
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000030fcf2
     0.00%  mediapipe/39542  libpython3.10.so.1.0                                 [.] pthread_setspecific@plt
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3f75d7
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084c5f1
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f8022
     0.00%  mediapipe/39541  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] absl::Mutex::Unlock()
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855242
     0.00%  mediapipe/39545  [unknown]                                            [k] 0xffffffff8f4f3153
     0.00%  mediapipe/39544  [unknown]                                            [k] 0xffffffff8e4cab63
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d8c6
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] std::_MakeUniq<mediapipe::internal::CalculatorBaseFactoryFor<mediapipe::CollectionHasMinSizeCalculator<std::vector<mediapipe::NormalizedRect, std::allocator<mediapipe::NormalizedRect> > >, void> >::__single_object std::make_unique<mediapipe::internal::CalculatorBaseFactoryFor<mediapipe::CollectionHasMinSizeCalculator<std::vector<mediapipe::NormalizedRect, std::allocator<mediapipe::NormalizedRect> > >, void>>()
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d0ae
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000002666903
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003162fc
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe78b
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] google::protobuf::internal::RepeatedPtrFieldBase::DestroyProtos()
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f83fb
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d19c
     0.00%  python           [unknown]                                            [k] 0xffffffff8e42f794
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4e0711
     0.00%  python           libpython3.10.so.1.0                                 [.] Balloc
     0.00%  mediapipe_gl_ru  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::InputStreamHandler::FinalizeInputSet(mediapipe::Timestamp, mediapipe::internal::Collection<mediapipe::InputStreamShard, (mediapipe::internal::CollectionStorage)0, mediapipe::internal::CollectionErrorHandlerFatal<mediapipe::InputStreamShard> >*)
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000310267
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000e66d48
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b4645e
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46905
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x000000000011c8b0
     0.00%  python           libQt5Widgets-cd430389.so.5.15.16                    [.] 0x0000000000246660
     0.00%  python           [unknown]                                            [k] 0xffffffff8e417aeb
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f96ba
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000d78da0
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3e7570
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fad77
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000848647
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327efd
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4dc780
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d1b1
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000fbfa17
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000846a00
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b4713f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000310555
     0.00%  python           [unknown]                                            [k] 0xffffffff8e79f470
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46aec
     0.00%  python           cv2.abi3.so                                          [.] 0x00000000009d4095
     0.00%  python           [unknown]                                            [k] 0xffffffff8ebfa9cd
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003403d1
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085c4e5
     0.00%  python           libpython3.10.so.1.0                                 [.] dictkeys_new
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f7141
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7e3c68
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f7e6a
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008485d1
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffff8f4f3ec0
     0.00%  mediapipe/39529  [unknown]                                            [k] 0xffffffff8e4bf9d0
     0.00%  python           _multiarray_umath.cpython-310-x86_64-linux-gnu.so    [.] _get_fixed_signature
     0.00%  python           [unknown]                                            [k] 0xffffffff8e474424
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855c0b
     0.00%  mediapipe_gl_ru  [unknown]                                            [k] 0xffffffffc0d66b8c
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000031650e
     0.00%  python           [unknown]                                            [k] 0xffffffff8e726ec5
     0.00%  python           libpython3.10.so.1.0                                 [.] getset_set
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844c4a
     0.00%  python           libasound.so.2.0.0                                   [.] 0x00000000000417bf
     0.00%  python           libc.so.6                                            [.] __wmemcpy
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085da75
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f8cf7
     0.00%  mediapipe/39549  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::Timestamp::operator+(mediapipe::TimestampDiff) const
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9440
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b469ac
     0.00%  python           _multiarray_umath.cpython-310-x86_64-linux-gnu.so    [.] get_wrapped_legacy_ufunc_loop
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003163d5
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9c89
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844ece
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844c5b
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6e4623
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4c7f77
     0.00%  python           _message.abi3.so                                     [.] PyState_FindModule@plt
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003361e2
     0.00%  python           lib.cpython-310-x86_64-linux-gnu.so                  [.] __Pyx_InitConstants(__pyx_mstatetype*) [clone .constprop.0]
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4a9eab
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d042
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f86c3
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3dcabd
     0.00%  python           [unknown]                                            [k] 0xffffffff8e67aaf8
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008485fe
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3e881b
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084c47a
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4f3434
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003282af
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7d76c0
     0.00%  mediapipe/39546  [unknown]                                            [k] 0xffffffff8e10410b
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000846736
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7d5859
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fafbe
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085cc2f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327d43
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084787c
     0.00%  python           [unknown]                                            [k] 0xffffffff8eac22a6
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7b73b4
     0.00%  python           [unknown]                                            [k] 0xffffffff8e832fbf
     0.00%  python           [unknown]                                            [k] 0xffffffff8e416bc2
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7c4891
     0.00%  python           libavutil-734d06dd.so.57.28.100                      [.] av_rescale_rnd
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003162df
     0.00%  python           libLLVM.so.19.1                                      [.] llvm::cl::Option::setArgStr(llvm::StringRef)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7d693a
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4d178a
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb7a3
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fd3c4
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000fbfa35
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085cc44
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084673e
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cd5d
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000848751
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084c35f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000538a3a
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033ce00
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085cb74
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000312e8d
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4ebc4e
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46879
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000848765
     0.00%  python           [unknown]                                            [k] 0xffffffff8e67ab40
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9e23
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f889f
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000fbfbce
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8e6f401a
     0.00%  python           libpython3.10.so.1.0                                 [.] _PyWeakref_ClearRef
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8e6e3f50
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000a52bb0
     0.00%  mediapipe/39526  [unknown]                                            [k] 0xffffffff8e79cc43
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6936f1
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085c844
     0.00%  python           libpython3.10.so.1.0                                 [.] compound_stmt_rule
     0.00%  mediapipe/39525  [unknown]                                            [k] 0xffffffff8e3f4355
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cff6
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3ba113
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085ca82
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002faeca
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000100e616
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001010fd6
     0.00%  mediapipe/39538  [unknown]                                            [k] 0xffffffff8e7a0d95
     0.00%  mediapipe/39540  [unknown]                                            [k] 0xffffffff8e3f2648
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008526b1
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000afe590
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000847428
     0.00%  mediapipe/39529  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] mediapipe::Tensor::GetCpuReadView() const
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000107035b
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084776e
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000312f71
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084c4ff
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f877f
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b4696a
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc243
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9ff5
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000031652f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d1ba
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4ae209
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fafea
     0.00%  python           [unknown]                                            [k] 0xffffffff8e42f773
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b4687c
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b467f0
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844bb7
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327f1f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fd3aa
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000005c1c14
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085d8dc
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f8c8f
     0.00%  mediapipe/39547  [unknown]                                            [k] 0xffffffff8e2f047b
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7dc10a
     0.00%  mediapipe/39538  [unknown]                                            [k] 0xffffffff8e3dfe58
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe687
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084c5b7
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3eee3c
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000328147
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f7f19
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9b52
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb680
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc93a
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f86a2
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002ff355
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000214b27a
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000004094d1
     0.00%  python           [unknown]                                            [k] 0xffffffffc17d6147
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb758
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3dcb41
     0.00%  python           [unknown]                                            [k] 0xffffffff8e47c107
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084bdd2
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x00000000003c2bb6
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4c8a3f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000310d54
     0.00%  python           [unknown]                                            [k] 0xffffffff8f4f315f
